23,888692263802601472,-1,Vorsprung durch Leckmich. #Kartell
168,857203695452377088,-1,Gefährlicher Relativismus zu linksextremer Gewalt von Links im #AgH #Berlin
173,902104017962139648,-1,Gauland will eine Deutsche mit türkischen Wurzeln  die Mitglied der Bundesregierung ist  entsorgen. Das nennt man Rassismus.
185,905112113621950464,-1,Estland: Sicherheitslücke in fast 750.000 ID-Cards https://t.co/PZEJyYUJQJ
187,905386756257796096,-1,Wenn Merkel die Migranten unbedingt will  kann sie sie doch in ihrem Garten unterbringen!#AfD #EuGH #TrauDichDeutschland
199,847784298619035648,-1,In Leipzig wurde auf das Linxxnet  Abgeordnetenbüro von @luna_le  geschossen. https://t.co/LLEeyIGIR4
202,837231022794280960,-1,@CDUFraktionRLP fordert  dass LReg + Haushaltsberatungen nach dem Gerichtsurteil #Haushalt verfassungswidrig nicht zur TO übergehen können
242,875365652512550912,-1,Schüsse auf Rettungseinsätze. Völkerrechtswidrige Rückführungen. Lebensgefährliche Manöver auf See. 
246,885095376272973824,-1,Wieder Anschläge auf zwei Politiker in #Neukölln: Neonazis zünden Autos an. https://t.co/YjX1msJAWI https://t.co/WG0t6ybL…
305,836338884095127552,-1,@EthicalFuture Andere nennen es Berufsausübung  Missachtung der Pressefreiheit und Verletzung von Rechten.
362,857927053789810688,-1,#AfD-Stadtrat Eberhard Brett Opfer brutaler linker Gewalt. #Krankenhaus #Stuttgart #Linksextremismus #Antifa https://t.c…
378,858380437378420736,-1,#Studiengebühren für Ausländer in Baden-Württemberg: Das ist grüne Arroganz pur! Und das in Zeiten rechter Hetze. Schämt Euch! #Bauer-Maut
383,905032193797435392,-1,Empörend: Merkel täuscht Zuschauer beim #TVDuell zum #Dieselskandal. Hier der Video-Beweis. https://t.co/ln41n7AVPl
441,882889272864452608,-1,June Tomiak wer #Hass sät wird Gewalt ernten.  Klares Bekenntnis zu politischer Gewalt durch #Gruene im #AgH #Berlin #G20
481,821300917911879680,-1,Das Wichtigste im Kampf gegen die extreme Rechte  Rassismus und Antisemitismus ist die Förderung von Demokratie und gelebter Antifaschismus!
509,874207982162259968,-1,Geplante #Grundrechtseingriffe der #Innenminister sind ebenso armselig wie bösartig @StatewatchEU https://t.co/6g2mp9zGOx
523,849170436516663296,-1,Aktivisten: 35 Tote nach Giftgas-Anschlag in Syrien https://t.co/JOrnT3k6BK #Syrien #Giftgas
599,865813187479965696,-1,Deniz #Yücel: Seit 96 Tagen in türkischer Haft - #FreeDeniz https://t.co/89vBuZJHrR
620,900274813524213760,-1,Jetzt fordern auch die Autohändler: Industrie muss alte Diesel auf eigene Kosten nachrüsten #Dieselgate  https://t.co/1m1ol1hAMJ
630,883252702276407296,-1,Was ich darüber denke  darf ich hier nicht öffentlich sagen. https://t.co/CgDKoDn3y2
632,8.85495921685e+17,-1,Liu Xiaobo ist tot. Wir trauern um ein mutigen und standhaften Streiter für Menschenrechte. Seine Stimme wird fehlen! @WiP_Deutschland
637,873842016819531776,-1,Ein 20-jähriger US-amerikanischer Tourist ist am Sonntagmorgen in der Spree ertrunken. https://t.co/CpbmUlDK3N https://t.…
648,874179196037324800,-1,Das ist eine unverzeihliche Verantwortungslosigkeit. Tausende Menschenleben sind gefährdet. Sofort abschalten https://t.co/DEc0UCd5ic
664,906146531123896320,-1,Das wird in Bayern Wellen schlagen: »Franz Josef Strauß würde AfD wählen« https://t.co/A8AJUMrcWV
711,899711593986052096,-1,und SPDCDU lassen prüfen  ob Stellenanforderung des Datenschützers gerechtfertigt sind.lächerlicher Haufen! https://t.co/vOGGqVdqTA
725,889416804648484864,-1,Berlin-Neukölln: Buchladen schließt nach Drohungen der Antifa https://t.co/C15ACg44x9 https://t.co/epVtLtpZ1e
742,900088573533270016,-1,Vor 25 Jahren begann die rassistische Gewalt in Rostock-#Lichtenhagen. Sie hat meinen Einsatz gegen Ausgrenzung &amp  Gewalt maßgeblich geprägt.
756,884211041357443072,-1,Nordkorea verfügt über Interkontinentalraketen  die Alaska treffen könnte.https://t.co/PdsqWIB0ai
812,855054671857233920,-1,Verfolgung von schwulen Männern in Tschetschenien - das @AuswaertigesAmt hat geantwortet | mit @berlinliebich https://t.co/d6mOVKz8E1
827,839616802946695168,-1,Hilfreiche Einordnung: Warum Schulz’ Pläne vielen Arbeitslosen nicht helfen   https://t.co/oYsHTarQ4J via @faznet
828,871022860793524224,-1,Die Gerda hat Recht! SPD konfus. Und Straftäter und Gefährder müssen weiterhin zurück nach Afghanistan https://t.co/kuDHI4qsil
829,900968310010822656,-1,Nach Merkel Besuch in Vacha: junge Wahlkampfhelfer der CDU zusammen geschlagen. Krankenhaus. Polizei ermittelt.
830,838291242739957760,-1,Hersteller betrügen bei #Diesel Abgasen. Wenn #Dobrindt Umrüstung anordnen würde  bräuchten wir Fahrverbote nicht https://t.co/Jz1RhiZG1f
834,879661556086317056,-1,Kalifornien machts vor und warnt vor #Monsanto-Pflanzengift  #Glyphosat -  wegen Krebsgefahr! https://t.co/yopO5lI5ng
837,896812053461159936,-1,#Faktencheck SozialdemokratInnen wurden in der DDR eingesperrt und ermordet. Mit CDU fusionierte Ost-CDU hat Mauer… https://t.co/fV9wgkXOeO
840,908400573900353536,-1,#Rentnerin bringt #Merkel ins Stottern. #Altersarmut Deshalb #GrüneGarantierente #Klartext
865,905334488707858432,-1,Heute Eröffnung des Erinnerungsortes für die Opfer des Olympia-Attentats in München :  Unschuldige Opfer mahnen uns
883,897909020807360512,-1,Youtuber sind halt keine kritischen Journalisten  eher unterwürfiges Entertainment https://t.co/wfsEtJuGDe
888,906754107528155136,-1,Für wie dumm halten die Altparteien eigentlich den Bürger? #AfD #TrauDichDeutschland #BTW17 https://t.co/B8j5TdmdQG
924,908328410245734400,-1,Razzia! Reichsbürger baute Fake-Waffen zu scharfen Waffen um https://t.co/eB1X6LdGpJ
925,829952761122979840,-1,Rassistische Gewalt &amp  Angriffe auf demokratische Parteien Ergebnis verbaler Hetze von rechten Scharfmachern. Dagege… https://t.co/IA0RlfvoQl
56,898109889578446848,-1,#Sexismus ist es übrigens auch wenn kurze Hosen im #plenumth ein Problem sind kurze Röcke aber völlig in Ordnung #stillneedfeminism
67,911093219965927424,-1,Mücken!Es ist Herbst. Geht sterben!
75,896810176631762944,-1,Diese Schlepper müssen vor Gericht und in Haftung genommen werden.https://t.co/ZI0p6fjZvP
76,896005922547478528,-1,AfD plakatiert unerlaubt vor @jmberlin. @JusosBerlin helfen Ordnungsamt beim entfernen. AfD spielt Opfer. https://t.co/mL9ViHzDpP
191,901917783247790080,-1,#Doppelmoral der #Grünen! Das passiert mit unseren Steuergeldern - es ist einfach nur unglaublich. Abwählen!
198,832593448981188608,-1,läuft nicht gut für merkel: https://t.co/uYhZJW8OsT
207,905067005291757568,-1,Immer mehr Menschen werden um ihre Lebensleistung betrogen. Jeder Vierte geht jetzt schon mit Abschlägen in Rente.
50,835783788831600640,-1,Das Haft-Protokoll. Bewegender Text von @Besser_Deniz aus dem Knast. https://t.co/0tQR7dHh7y #freedeniz
49,867313335011860480,-1,»In #Mönchengladbach ist die Polizei mit Stimmenauszählung befasst: Wir prüfen ob Wahlbetrug in Betracht kommt.«https://t…
192,919110721522294784,-1,Obdachlose Prostituierte Mord - #Berlin leidet unter RotRotGrün.Video Podcast.https://t.co/vmHclhTe45
300,883291477140533248,-1,Hamburg #G20 aktuell 160 verletzte Beamte! Wahnsinn.
312,843113623878864896,-1,77 Tage umsonst gearbeitet. Das ist ungerecht! Wir wollen den #EqualPayDay nicht erst am 18. März feiern – sondern
317,831416595163574272,-1,Der tägliche Großeinsatz in Chemnitz: Heute Terroralarm #AfD #Hütter https://t.co/ygnS58R0wA
325,859084135293472768,-1,207 #Festnahmen bei der #Demonstration zum #1Mai in #Istanbul. Demonstrant bei Unfall mit Wasserwerfer getötet https://t.co/…
379,889488054486011904,-1,Meinungsmache auf billige Art. #Schulz nennt falsche Zahl. Stimmungsmache á la #AfD. Hat die @spdde das nötig?
390,850251841111703552,-1,#giftgas-Angriff ist Verbrechen. Egal durch wen. Aber: #US-Angriff auf #Syrien ist Irrsinn! IS jubelt! Direkte Konfrontation USA-Russland?
392,864906782493298688,-1,Neue Erkenntnisse im Fall #Amri bestätigen: Sicherheitsbehörden haben versagt und dann versucht zu vertuschen https://t.co/hEO0oDyrwO
395,910534851719200768,-1,Vollpfosten! Ging das nicht auf die Stirn? Jetzt sehe ich ja nichts mehr! https://t.co/gxqFxqEoT4
398,894145080193417216,-1,Atombombe Little Boy zerstörte heute vor 72 Jahren Hiroshima 3 Tage später Fat Man Nagasaki (@einestages-Archiv)
465,876065107176022016,-1,Das ganze System ist krank https://t.co/3eCM8up0Hi
943,883582530963865600,-1,Unser Autor @dermaierjens hat eine Botschaft an linksautonome Krawallmacher in Hamburg: Verpisst euch! https://t.co/fnOFGx1Oaq
956,918912006618599424,-1,Gewaltexzess von vier Stunden Dauer in der JVA Leipzig! #AfD #Hütter https://t.co/rf42mlyu5F
962,840497428608503808,-1,Lichtenberg: Nach #Messerstecherei auf dem Gehweg zusammengebrochen. https://t.co/TLUUIqEJL1 @bzberlin @Reporter_Flash
970,905644491993825280,-1,Ja Armut per Gesetz von Anfang an. Würdelos! https://t.co/qgi5JyED0M
